"GEOID","county","state","Grains..oilseeds..dry.beans..and.dry.peas","Tobacco","Cotton.and.cottonseed","Vegetables..melons..potatoes..and.sweet.potatoes","Fruits..tree.nuts..and.berries","Nursery..greenhouse..floriculture..and.sod","Cut.Christmas.trees.and.short.rotation.woody.crops","Other.crops.and.hay","Poultry.and.eggs","Cattle.and.calves","Milk.from.cows","Hogs.and.pigs","Sheep..goats..wool..mohair..and.milk","Horses..ponies..mules..burros..and.donkeys","Aquaculture","Other.animals.and.other.animal.products","Other","farmentropy","Number.of.Farms","Land.in.Farms","Average.Size.of.Farm","Market.Value.of.Products.Sold","Average.Per.Farm","Government.Payments","Average.Per.Farm.Receiving.Payments","Number.of.Farms.07","Land.in.Farms.07","Average.Size.of.Farm.07","Market.Value.of.Products.Sold.07","Average.Per.Farm.07","Government.Payments.07","Average.Per.Farm.Receiving.Payments.07","spendingperacre","spendingperfarm","changenumfarms","changelandfarms","dominantcomm"
"18107","Montgomery","Indiana",146436,NA,NA,NA,NA,306,24,312,NA,3674,NA,23267,371,31,NA,27,967,0.567785853156004,732,286949,392,175415000,239638,6178000,12308,745,301279,404,165383000,221990,5582000,10533,1.33304318836996,4.09018748757542,-13,-14330,1
"18109","Morgan","Indiana",44021,NA,NA,NA,546,NA,NA,643,12,1934,NA,2145,87,NA,NA,18,2346,0.650635419503558,583,137189,235,51752000,88769,2146000,8009,642,114136,178,56471000,87961,1621000,5572,1.19431042718353,3.90357829366305,-59,23053,1
"18111","Newton","Indiana",127724,NA,NA,NA,NA,1056,NA,NA,NA,NA,NA,17025,86,NA,NA,2,96728,0.917409156368694,348,192030,552,242621000,697186,3086000,11141,434,190432,439,193370000,445553,3540000,10202,1.20602683981168,4.04692417423003,-86,1598,1
"18113","Noble","Indiana",79529,NA,NA,NA,333,NA,NA,2355,9602,8706,15836,26371,207,165,NA,303,326,1.35761847356428,1163,181491,156,143733000,123588,4236000,6932,1196,159860,134,79975000,66869,3193000,4179,1.36810085786083,3.84085855404188,-33,21631,1
"18115","Ohio","Indiana",2313,239,NA,NA,NA,NA,NA,452,4,NA,NA,2,17,7,NA,2,1147,1.13341402180233,171,21461,126,4183000,24464,368000,6240,179,21500,120,3130000,17485,134000,2060,1.23419786412077,3.79518458968242,-8,-39,1
"18117","Orange","Indiana",13634,31,NA,40,23,18,NA,616,24194,NA,NA,NA,36,247,NA,2,25164,1.14830256705514,478,98251,206,64005000,133902,1599000,6981,474,97411,206,40448000,85333,1461000,6014,1.2115114844212,3.84391763800639,4,840,17
"18119","Owen","Indiana",17925,NA,NA,355,31,292,NA,706,19,2293,NA,NA,108,261,NA,7,1503,0.924285803241776,549,95527,174,23500000,42805,1537000,5632,570,87813,154,18220000,31965,982000,3493,1.2065477284424,3.75066264613406,-21,7714,1
"18121","Parke","Indiana",49015,NA,NA,1282,104,1378,NA,793,77,4403,6793,63,49,179,NA,25,0,0.892506482296669,574,176571,308,64161000,111779,2785000,9570,477,177343,372,65611000,137549,2514000,8523,1.19790582288531,3.98091193777684,97,-772,1
"18123","Perry","Indiana",8552,NA,NA,48,NA,NA,NA,NA,NA,2666,NA,2237,29,44,NA,13,6734,1.28120784763726,413,66275,160,20323000,49208,605000,3459,425,70409,166,24257000,57076,559000,2988,0.960405638247338,3.53895056201436,-12,-4134,1
"18125","Pike","Indiana",28341,NA,NA,NA,NA,NA,NA,NA,7919,741,NA,13060,36,39,NA,2,690,1.09557604214617,321,80016,249,50828000,158341,1395000,6094,334,73612,220,30583000,91567,1221000,5653,1.24139737040602,3.78490244988665,-13,6404,1
"18127","Porter","Indiana",94851,NA,NA,2487,37,1549,NA,555,NA,1986,2946,2134,49,124,NA,50,78,0.556179247529064,481,120554,251,106846000,222134,2268000,8495,517,115047,223,53587000,103649,2067000,6891,1.27446142531157,3.92916338320506,-36,5507,1
"18129","Posey","Indiana",121621,NA,NA,125,NA,134,NA,NA,NA,NA,2450,11832,11,14,NA,NA,3553,0.508788258605524,408,228748,561,139740000,342500,3332000,10855,438,204004,466,97884000,223479,3248000,11011,1.16334768712309,4.03562982779044,-30,24744,1
"18131","Pulaski","Indiana",125484,NA,NA,11,NA,NA,NA,332,NA,3737,NA,13411,86,17,NA,24,42238,0.887302814543303,536,216503,404,185340000,345783,4080000,9555,552,232240,421,159211000,288425,4329000,10209,1.2751962445048,3.98023069139103,-16,-15737,1
"18133","Putnam","Indiana",60334,NA,NA,NA,NA,NA,NA,973,NA,3448,1101,9410,222,236,NA,68,261,0.76027433019551,847,197619,233,76053000,89791,3467000,8082,843,168446,200,69252000,82149,2773000,6571,1.24412514432751,3.90751884610663,4,29173,1
"18135","Randolph","Indiana",125667,NA,NA,1902,23,109,NA,666,8485,4711,8058,76942,210,133,NA,22,67,1.09173294984687,772,241074,312,226995000,294035,4656000,9022,784,231784,296,113771000,145116,3922000,7290,1.28586259770326,3.95530282276169,-12,9290,1
"18137","Ripley","Indiana",68618,561,NA,NA,22,NA,NA,700,149,4758,2120,11013,99,41,NA,6,5893,0.981565992801335,876,166711,190,93980000,107284,2604000,4474,873,159017,182,53989000,61843,2535000,4425,1.19367672330936,3.65069597976061,3,7694,1
"18139","Rush","Indiana",97236,NA,NA,NA,NA,NA,NA,427,11,9432,3885,50396,173,142,NA,4,805,0.981120866720058,601,207572,345,162511000,270401,4158000,10317,607,216890,357,125820000,207281,4265000,9498,1.3017157151332,4.01355343054168,-6,-9318,1
"18141","St. Joseph","Indiana",100667,NA,NA,NA,NA,2104,17,2449,1230,1938,6211,6571,67,102,NA,NA,2149,0.812974710880117,691,151975,220,123505000,178733,2468000,6528,712,178674,251,89851000,126195,3106000,7011,1.21057300330473,3.8147801457458,-21,-26699,1
"18143","Scott","Indiana",22733,164,NA,19,NA,NA,28,436,16,511,NA,5,47,69,NA,1,15,0.295753089536707,321,51472,160,24044000,74903,877000,6004,394,62041,157,18924000,48031,1046000,5338,1.23142854980815,3.77844068357123,-73,-10569,1
"18145","Shelby","Indiana",109474,NA,NA,1343,NA,296,NA,368,14,1987,1761,13344,161,89,NA,22,32,0.592600165210656,569,233059,410,128891000,226521,4519000,12517,636,205432,323,83645000,131518,3642000,8797,1.28757646266218,4.09750025223169,-67,27627,1
"18147","Spencer","Indiana",58722,341,NA,73,NA,401,NA,NA,12618,4454,1239,13178,83,NA,NA,50,768,1.14257945260543,597,170406,285,91927000,153982,2593000,6547,632,150244,238,61604000,97474,2302000,5416,1.18231763454867,3.816042340922,-35,20162,1
"18149","Starke","Indiana",54921,NA,NA,115,128,NA,NA,9751,NA,1051,NA,8,30,NA,NA,10,3752,0.711531400109321,511,133459,261,69766000,136529,3463000,8264,640,153651,240,59135000,92399,4022000,7448,1.4141046251641,3.91719030851156,-129,-20192,1
"18151","Steuben","Indiana",38569,NA,NA,NA,217,649,NA,1021,NA,6943,NA,NA,98,45,NA,25,14190,1.03183006910106,562,104570,186,61757000,109889,1868000,4578,719,106393,148,40617000,56490,2529000,4744,1.25196976387519,3.66067578833852,-157,-1823,1
"18153","Sullivan","Indiana",65689,NA,NA,5641,6,NA,NA,984,6475,1008,NA,11622,20,56,NA,17,0,0.966213857474308,433,170245,393,91518000,211358,2788000,8995,447,177368,397,74789000,167313,2742000,8677,1.21421840363878,3.95400116768157,-14,-7123,1
"18155","Switzerland","Indiana",6270,2134,NA,89,NA,NA,NA,1214,17,1106,1158,NA,21,4,NA,2,310,1.46649150191679,383,50519,132,12325000,32180,940000,4843,374,47461,127,8348000,22321,387000,3094,1.26967310828767,3.68511446904654,9,3058,1
"18157","Tippecanoe","Indiana",126345,NA,NA,1405,NA,4324,NA,417,64,NA,NA,13590,447,NA,NA,23,4022,0.644992934491218,702,220199,314,150637000,214582,4159000,11149,757,218301,288,112760000,148957,4096000,9967,1.27617357800653,4.04723591545968,-55,1898,1
"18159","Tipton","Indiana",129438,NA,NA,NA,NA,NA,NA,43,NA,785,NA,NA,67,30,NA,NA,29538,0.516249079411807,377,145181,385,159901000,424141,2774000,9095,458,165875,362,97277000,212394,3038000,8016,1.28119667325942,3.9588027033995,-81,-20694,1
"18161","Union","Indiana",36513,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,9,NA,NA,5141,0.377325318352226,242,74491,308,41670000,172191,1200000,7143,233,73249,314,29977000,128656,1354000,8060,1.20707744157382,3.85388065012454,9,1242,1
"18163","Vanderburgh","Indiana",31361,NA,NA,NA,35,284,NA,NA,NA,206,NA,736,14,8,NA,2,3447,0.505575275234346,275,76554,278,36093000,131248,1078000,6122,335,71927,215,32591000,97288,1423000,6682,1.14865087303339,3.78689332526132,-60,4627,1
"18165","Vermillion","Indiana",45556,NA,NA,NA,NA,NA,NA,238,11,NA,NA,13659,25,10,NA,NA,2706,0.724760167573506,270,118394,438,62205000,230388,2502000,13671,293,132353,452,64080000,218703,2452000,12642,1.32495761169447,4.13580028330211,-23,-13959,1
"18167","Vigo","Indiana",44674,NA,NA,344,68,739,25,424,7,471,NA,NA,28,300,NA,55,215,0.327177412043208,450,117530,261,47350000,105222,1437000,5794,518,121454,234,47216000,91150,1585000,4893,1.08730803198192,3.76297849086774,-68,-3924,1
"18169","Wabash","Indiana",115144,NA,NA,121,9,271,NA,1108,31692,15913,NA,54320,406,25,NA,NA,8240,1.31847279145553,745,197588,265,227249000,305033,4325000,8563,850,200689,236,151313000,178016,3948000,6483,1.34022554650891,3.93262594402178,-105,-3101,1
"18171","Warren","Indiana",104553,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,107,51,NA,2,6994,0.248904271810716,413,175961,426,111747000,270574,3349000,12223,391,195930,501,103670000,265142,3399000,12973,1.27949872609883,4.08717781176116,22,-19969,1
"18173","Warrick","Indiana",36456,NA,NA,NA,NA,NA,NA,305,7,1431,NA,NA,27,32,NA,6,1483,0.372558502689533,379,99651,263,39747000,104873,2192000,9097,413,109932,266,33940000,82179,1806000,6450,1.34235888859918,3.95889819471077,-34,-10281,1
"18175","Washington","Indiana",53067,175,NA,835,NA,442,NA,1241,60432,6702,2450,3465,141,168,NA,16,77,1.17379739287562,831,199529,240,129211000,155489,3448000,9768,893,199942,224,86652000,97035,2820000,6281,1.23756123119171,3.98980565093683,-62,-413,9
"18177","Wayne","Indiana",58987,206,NA,779,NA,NA,NA,619,118,4509,9466,9932,91,132,NA,30,7038,1.2190524145615,805,155931,194,91907000,114170,3828000,7975,894,164117,184,66216000,74067,3451000,5620,1.39003946503479,3.90173069172922,-89,-8186,1
"18179","Wells","Indiana",138894,NA,NA,931,9,112,NA,1016,18926,4556,11494,34147,27,38,NA,4,2,1.08502468120792,636,200334,315,210156000,330433,3322000,7098,701,194602,278,111999000,159770,3431000,7030,1.21964496559516,3.85113599501157,-65,5732,1
"18181","White","Indiana",169066,NA,NA,NA,NA,NA,NA,230,NA,NA,1138,NA,139,54,NA,21,126769,0.717223740854261,631,288195,457,297417000,471342,4960000,11047,646,318110,492,231957000,359066,6119000,13047,1.23579523467998,4.04324435400848,-15,-29915,1
"18183","Whitley","Indiana",73524,NA,NA,NA,NA,NA,NA,812,977,5855,2767,14338,105,120,NA,25,1716,0.941582687501344,710,140099,197,100239000,141182,2465000,5720,809,137082,169,85068000,105153,2694000,4726,1.24538188822777,3.75739602879302,-99,3017,1
"19001","Adair","Iowa",120574,NA,NA,134,22,NA,NA,2746,NA,NA,NA,15397,145,83,NA,5,49062,0.917628979088695,726,323549,446,188168000,259185,5695000,10318,766,311678,407,136801000,178591,5826000,9161,1.24555366653831,4.01359552353729,-40,11871,1
"19003","Adams","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,20578,NA,NA,95,NA,NA,NA,99606,0.463886893031284,467,229267,491,120279000,257557,4107000,11071,610,224882,369,77608000,127227,5889000,11132,1.25318315466225,4.04418685076736,-143,4385,17
"19005","Allamakee","Iowa",87172,NA,NA,123,58,362,NA,3594,NA,37506,51591,38477,1306,97,NA,NA,313,1.43955077904061,1011,289164,286,220599000,218199,7526000,9003,1032,274844,266,131605000,127524,7231000,8070,1.41541999028022,3.95438725014451,-21,14320,1
"19007","Appanoose","Iowa",NA,NA,NA,18,7,NA,NA,1645,9,13388,890,879,207,NA,NA,NA,21362,1.03754592664494,744,187713,252,38405000,51620,3704000,7206,731,197904,271,37881000,51821,3872000,7170,1.29517662743032,3.85769425778655,13,-10191,17
"19009","Audubon","Iowa",140227,NA,NA,NA,NA,NA,NA,605,NA,56137,16,89731,NA,337,NA,12,805,1.07076059927944,622,280351,451,287870000,462814,7006000,13736,666,279079,419,200525000,301088,6484000,12258,1.3977680234346,4.13786028215286,-44,1272,1
"19011","Benton","Iowa",273156,NA,NA,NA,NA,760,NA,NA,NA,42372,NA,40032,328,137,NA,55,24581,0.919088655027283,1215,422127,347,381421000,313927,10826000,11420,1251,400934,320,263121000,210329,9472000,9223,1.40902489145826,4.05766610390983,-36,21193,1
"19013","Black Hawk","Iowa",185891,NA,NA,470,NA,1265,NA,302,33,19224,2730,77030,178,32,NA,15,55,0.910181268053836,924,296765,321,287225000,310849,7606000,10114,942,282163,300,178047000,189009,7381000,9829,1.40874364146043,4.00492294929653,-18,14602,1
"19015","Boone","Iowa",221155,NA,NA,338,61,NA,NA,NA,NA,20972,NA,44371,383,54,NA,NA,14427,0.859661306139089,938,313343,334,301761000,321706,6378000,8970,925,332048,359,174164000,188286,6682000,9141,1.3086645177868,3.95279244304409,13,-18705,1
"19017","Bremer","Iowa",170638,NA,NA,84,NA,NA,NA,NA,NA,24406,NA,55259,187,167,NA,243,20764,1.04736991185264,982,271500,276,271748000,276729,7929000,9899,995,243057,244,158184000,158979,6486000,8017,1.46544858392651,3.99559132425235,-13,28443,1
"19019","Buchanan","Iowa",245601,NA,NA,NA,101,80,NA,NA,1229,25266,9240,106268,1340,195,NA,87,1314,0.977886795193342,1075,341903,318,390721000,363461,10788000,13956,1174,360316,307,254556000,216828,11678000,13393,1.49903802628601,4.14476096077607,-99,-18413,1
"19021","Buena Vista","Iowa",256378,NA,NA,23,NA,131,NA,419,115188,39891,NA,164069,NA,36,NA,58,867,1.24321925958202,858,360849,421,577060000,672565,8715000,12172,924,362553,392,355336000,384563,8657000,11099,1.38294188534578,4.08536194368613,-66,-1704,1
"19023","Butler","Iowa",196373,NA,NA,NA,NA,NA,NA,877,142,18871,8673,132615,236,362,NA,55,10,0.973821506798428,1096,362751,331,358214000,326838,9333000,10487,1214,375781,310,253082000,208470,7982000,7950,1.41041264749217,4.02065126800434,-118,-13030,1
"19025","Calhoun","Iowa",211379,NA,NA,27,NA,21,NA,134,NA,NA,NA,113401,154,133,NA,46,41036,0.936930320159983,826,358205,434,366331000,443501,7928000,10816,845,359434,425,271863000,321732,8348000,11205,1.34503199782782,4.03406667859756,-19,-1229,1
"19027","Carroll","Iowa",191092,NA,NA,NA,56,NA,11,NA,14,186454,NA,161089,487,NA,NA,4,1364,1.11846217915561,1065,358858,337,540571000,507579,8377000,9674,978,358142,366,442654000,452612,7092000,8713,1.36816588306515,3.98560608305244,87,716,1
"19029","Cass","Iowa",130808,NA,NA,NA,NA,NA,NA,851,NA,44600,NA,22317,193,61,NA,NA,29477,1.15873625851845,703,289926,412,228307000,324761,5974000,10882,763,317913,417,172876000,226574,7019000,11195,1.3139780544819,4.03670872156989,-60,-27987,1
"19031","Cedar","Iowa",217617,NA,NA,66,NA,472,NA,1062,20,20273,673,74996,331,310,NA,29,65,0.835306103280667,955,312457,327,315914000,330799,8363000,11648,1036,336885,325,198042000,191160,8497000,10237,1.4275718381372,4.06625136196896,-81,-24428,1
"19033","Cerro&nbsp;Gordo","Iowa",196515,NA,NA,29,6,NA,NA,NA,9,10853,NA,36283,NA,25,NA,20,1249,0.628100112409616,780,326879,419,244989000,314088,8384000,13059,844,336732,399,182397000,216110,8714000,12378,1.40906424895855,4.11590992187706,-64,-9853,1
"19035","Cherokee","Iowa",229332,NA,NA,6,NA,NA,NA,NA,21714,70042,NA,81824,570,80,NA,NA,3909,1.16042501798173,805,337334,419,407477000,506183,6226000,9349,840,314896,375,266026000,316698,5758000,8285,1.26614900027374,3.97076515978077,-35,22438,1
"19037","Chickasaw","Iowa",173342,NA,NA,546,NA,1094,NA,577,101,60569,13843,83257,NA,220,NA,NA,2693,1.21319170559213,1036,299179,289,336242000,324558,11550000,13557,1037,289146,279,226180000,218110,8351000,9523,1.58665087800431,4.13216359605086,-1,10033,1
"19039","Clarke","Iowa",NA,NA,NA,121,62,NA,NA,NA,NA,NA,108,35387,203,94,NA,6,57425,0.708978036233298,627,168964,269,93406000,148973,4294000,10175,690,190727,276,58148000,84273,3050000,5798,1.40506785777537,4.00753441789726,-63,-21763,17
"19041","Clay","Iowa",234040,NA,NA,48,NA,NA,NA,NA,72861,42798,NA,51368,343,106,106,42,1796,1.16185042266786,720,318772,443,403508000,560427,7683000,12763,798,328216,411,257206000,322313,6621000,10047,1.38205066594563,4.10595276923698,-78,-9444,1
"19043","Clayton","Iowa",188420,NA,NA,82,31,119,13,3783,6792,59292,39985,101397,NA,163,NA,NA,2509,1.36683413945401,1577,398022,252,402586000,255286,15965000,12512,1655,408987,247,229988000,138966,12658000,8870,1.6032618452376,4.09732673571577,-78,-10965,1
"19045","Clinton","Iowa",266934,NA,NA,164,25,NA,NA,1472,80,83010,9010,20098,255,170,NA,82,8,0.862735813602431,1244,417189,335,381308000,306518,10432000,10634,1314,395585,301,229586000,174723,9164000,8564,1.39803472950171,4.02669665597816,-70,21604,1
"19047","Crawford","Iowa",263459,NA,NA,NA,NA,NA,NA,740,5,49984,444,102694,187,27,NA,12,40,0.91355736807265,900,450871,501,417592000,463992,7985000,11522,855,432351,506,274914000,321536,6936000,10082,1.24822261806881,4.06152787089051,45,18520,1
"19049","Dallas","Iowa",170073,NA,NA,895,NA,2912,NA,NA,18686,24260,266,17384,199,438,NA,NA,2048,1.00472476498493,1001,306423,306,237161000,236924,6868000,10437,912,297090,326,185885000,203821,6532000,10081,1.35050892631748,4.01857568346725,89,9333,1
"19051","Davis","Iowa",26694,NA,NA,161,NA,1178,NA,1305,994,13975,5829,38889,1465,306,NA,37,6,1.45475716988671,917,214033,233,90839000,99061,4670000,8601,910,218698,240,63016000,69248,4370000,7049,1.33883614173561,3.93454894766615,7,-4665,12
"19053","Decatur","Iowa",NA,NA,NA,19,23,87,NA,NA,NA,46045,NA,12974,264,176,NA,117,32738,1.03783369367385,711,231504,326,92443000,130018,5905000,12510,738,228528,310,59183000,80194,3619000,6828,1.40666140265206,4.09725730969342,-27,2976,10
"19055","Delaware","Iowa",205609,NA,NA,58,7,253,11,1321,NA,129088,39287,118643,252,106,NA,44,382,1.29205020436188,1382,365560,265,495061000,358221,14190000,12046,1470,333920,227,326262000,221947,9696000,7738,1.58902372680285,4.08084285883456,-88,31640,1
"19057","Des Moines","Iowa",96898,NA,NA,19,NA,259,NA,537,15,4053,610,15849,152,47,102,165,7,0.644690020962331,663,172683,260,118713000,179055,4631000,8435,646,184975,286,81074000,125502,3946000,7253,1.42842519600081,3.92608508692514,17,-12292,1
"19059","Dickinson","Iowa",128747,NA,NA,NA,NA,NA,NA,NA,4,42342,NA,NA,179,55,NA,4,20919,0.852382086786488,441,187363,425,192250000,435940,3868000,10864,566,226331,400,134613000,237831,5263000,10741,1.31480263383439,4.03598975693643,-125,-38968,1
"19061","Dubuque","Iowa",116397,NA,NA,167,172,NA,NA,3020,29,163934,63460,39415,650,236,NA,33,297,1.32056824486582,1462,291441,199,387810000,265260,11080000,9335,1483,310817,210,271076000,182789,7841000,6513,1.57998911199338,3.9701143222851,-21,-19376,10
"19063","Emmet","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70883,103,21,NA,2,221162,0.557948636599507,475,218987,461,292171000,615098,4456000,11397,532,249779,470,208663000,392224,5549000,12641,1.30852684812848,4.05679054827438,-57,-30792,17
"19065","Fayette","Iowa",229910,NA,NA,210,NA,NA,NA,NA,NA,50292,NA,93487,989,135,NA,NA,57131,1.20489494874223,1286,388497,302,432154000,336045,13738000,12266,1398,417219,298,286227000,204740,12072000,10060,1.54853584254177,4.08870296035147,-112,-28722,1
"19067","Floyd","Iowa",182744,NA,NA,344,NA,1062,NA,487,4132,29414,4918,56584,366,317,NA,41,6,1.02982829715017,944,317709,337,280415000,297050,8273000,10843,991,298459,301,176028000,177627,7224000,8693,1.41563350671466,4.03514945777346,-47,19250,1
"19069","Franklin","Iowa",NA,NA,NA,NA,5,NA,7,NA,NA,NA,NA,181396,107,104,NA,7,272756,0.677292867558102,853,355381,417,454382000,532687,9424000,13311,923,366609,397,328666000,356085,9350000,11761,1.42354107236354,4.12421068343622,-70,-11228,17
"19071","Fremont","Iowa",160061,NA,NA,70,NA,827,NA,535,8,13696,NA,5030,35,50,NA,2,58,0.453672230451557,533,287454,539,180372000,338409,5009000,11306,497,245299,494,99114000,199424,4068000,9662,1.24118267534053,4.0533089811241,36,42155,1
"19073","Greene","Iowa",208217,NA,NA,65,NA,NA,NA,407,16,25951,NA,73225,172,56,NA,2,34,0.832622567100063,780,356867,458,308145000,395058,7356000,11459,820,353516,431,231131000,281867,7730000,11011,1.31413533058326,4.0591467194262,-40,3351,1
"19075","Grundy","Iowa",277601,NA,NA,45,NA,21,NA,193,18,18952,2075,63584,93,63,NA,24,28,0.70484861432802,737,318047,432,362697000,492126,7556000,12387,800,315968,395,237146000,296432,7770000,12159,1.37580064583022,4.09296613759436,-63,2079,1
"19077","Guthrie","Iowa",133783,NA,NA,NA,NA,NA,NA,1192,NA,NA,NA,43662,87,47,NA,NA,78679,1.03252638684138,829,327627,395,257450000,310554,8272000,12273,987,354851,360,196237000,198822,7892000,9890,1.40223084063516,4.08895073421804,-158,-27224,1
"19079","Hamilton","Iowa",238534,NA,NA,NA,NA,150,NA,NA,56821,8270,NA,233057,127,NA,NA,3110,319,1.06279039102632,761,327031,430,540388000,710102,9809000,16107,882,346552,393,324133000,367497,8141000,11355,1.47703581217703,4.2070146586829,-121,-19521,1
"19081","Hancock","Iowa",234006,NA,NA,44,31,76,NA,238,96986,22632,NA,120615,150,97,NA,NA,196,1.18042543205617,889,353351,397,475071000,534388,8438000,10959,949,361006,380,288641000,304153,8570000,10351,1.37803319631951,4.03977092693158,-60,-7655,1
"19083","Hardin","Iowa",260561,NA,NA,NA,42,64,NA,334,NA,24673,NA,235410,208,299,NA,NA,12905,0.956967631901491,819,332266,406,534496000,652620,9829000,15006,943,339001,359,379570000,402514,7836000,10461,1.47102343185059,4.17626494211415,-124,-6735,1
"19085","Harrison","Iowa",213745,NA,NA,17,65,NA,NA,335,NA,22242,NA,12629,67,70,NA,NA,33,0.515824222661104,819,393638,481,249203000,304278,7528000,10958,817,365071,447,144446000,176801,6566000,10071,1.28158259384659,4.03973129609869,2,28567,1
"19087","Henry ","Iowa",120194,NA,NA,NA,NA,NA,NA,628,16007,9317,NA,23772,NA,370,602,21,857,0.983863685648797,903,269561,299,171768000,190219,8270000,11101,880,239628,272,121783000,138390,6002000,8649,1.48684845073225,4.04536210265335,23,29933,1
"19089","Howard","Iowa",177975,NA,NA,810,10,5238,NA,537,129,39615,11002,86222,616,47,NA,144,1,1.16643450106027,883,299927,340,322346000,365058,9932000,13737,877,278635,318,174425000,198889,8426000,11280,1.52002114734641,4.13789189824736,6,21292,1
